output,id
MHUNG,"55989101694130240, 55996648575267320"
MIS,NaN
MNS,NaN
MPLEXTV,NaN
MQSM,"52667761900336056, 52672118319095816, 55960307372955960, 55960587016590416, 55960715102171440, 55960722403883200, 55960807921250656, 55961286605152632, 55961643577560048, 55961739293411952, 55961818831775936, 55961823332006872, 55961849284560448, 55961870814713712, 55962102032396752, 55962563111143840, 55962745876221584, 55962808475825144, 55962977532787624, 55963350732033808, 55963434467592544, 55963806214318952, 55964234530810456, 55964465698366408, 55964763295498880, 55964956758747096, 55965339911761144, 55965344848081800, 55965379951525264, 55965596162101752, 55965715106546368, 55965802220700016, 55965942057883848, 55966036435226272, 55966253705548312, 55966354885171960, 55968688157767368, 55969597441459528, 55970041331979144, 55970206357179160, 55980169161082704, 55980602437108072, 55980845996590520, 55980962322924944, 55981103017106184, 55981393793107696, 55981493115352352, 55981698367883312, 55981851870678352, 55981997615618392, 55982021328620656, 55982534568650720, 55982864319951408, 55982881713476416, 55982887580845056, 55982939503094880, 55983458914270280, 55983640209159744, 55983823024391144, 55983883025569488, 55984082361376272, 55984158655316152, 55984188536825424, 55984259663876424, 55984274206955288, 55984414106624432, 55984570739092544, 55984688062975768, 55984793671538256, 55984953508012896, 55985147842819440, 55985533532745656, 55985813028155592, 55985858454331928, 55985923779316608, 55986017259090392, 55986166403640848, 55986336737575016, 55986427488569616, 55986602051339144, 55986676444059856, 55986722841321200, 55987137585089336, 55987198474879896, 55987418799864904, 55987475715616096, 55987605335310936, 55988113803738624, 55988214277368880, 55988488687349688, 55988623848248440, 55989060437400408, 55989311369586120, 55989433558441688, 55989469345148536, 55989783320131976, 55989938981212752, 55989992366084800, 55990011683800856, 55990147156345096, 55990560124866416, 55990623631504512, 55990657441810792, 55990776201800424, 55990936305339912, 55991021023736368, 55991212621633888, 55991595452618664, 55991650967112344, 55991689085215536, 55992198805782440, 55992569691319160, 55992858336526944, 55993201581879184, 55993235871379240, 55993384181572576, 55993619429086064, 55993628011837488, 55993814215022768, 55993825199418528, 55994005410296400, 55994062305474616, 55994090219362768, 55994195365535248, 55994240968371608, 55994258100766832, 55994402288210456, 55994539742207184, 55994547915735328, 55994556732509536, 55994565633343760, 55994622808096704, 55994661018901456, 55994661058894128, 55994699493078712, 55994718012688320, 55994804002176512, 55995708118028016, 55995824872583832, 55996268632456120, 55996359748035184, 55996493110385192, 55996571857310432, 55996638988908712, 55996797520174472, 55996826392716296, 55996961012150688, 55997062999987048, 55997111521701176, 55997123568629080, 55997168204104808, 55997191454591496, 55997232515786312, 55997384533246920, 55997403608023840, 55997473478499992, 55997505123570144, 55997577048728504, 55997627199594960, 55997654822235808, 55997694480305160, 55997796470398808, 55998255009360464, 55998277823295456, 55998390262990472, 55998418658836832, 55998449771823856, 55998473668835344, 55998607801584856"
MSC,NaN
MSZZ,"55965081039728504, 55981793145379896, 55982644378046328, 55986174216422136, 55991961928848112"
MZIP,"52658200368598784, 55962367413333368, 55962571842158328, 55965840835073944, 55980387010683768, 55982110915708024, 55997826852896760"
OTC,"55990629092459384, 55993949606035232, 55994214586917848, 55994222599658584, 55994312122033248, 55997116567000672"
OYIM,"52657742671182408, 52658246071307048, 52658344850325304, 52658445838912088, 52660605532713920, 52660701380302296, 52664269263595288, 52665281616138008, 52668539776920936, 52676032635896184, 52676046608519952, 52676116331077808, 55960344157014992, 55960492251015256, 55960719336301368, 55960799367068144, 55962241961552768, 55962348496433512, 55962418530103184, 55962488732487792, 55962522794045424, 55962595270074504, 55962920415000416, 55962978574214600, 55963151261185584, 55963161175506304, 55963172301574496, 55963555382860040, 55963974170961576, 55964227862542856, 55964372016421280, 55965063674098280, 55965653135161104, 55965838590191168, 55966035736230800, 55966037017617448, 55966193767863928, 55966261510024144, 55966324531230928, 55966339102596328, 55967372194337560, 55968537624580696, 55969500419546280, 55969566227526520, 55969667992881416, 55969677065094016, 55970062893556392, 55970176842689152, 55970261971123432, 55979312493709120, 55979401089896512, 55979550672528336, 55979590707917816, 55979928132719264, 55980074376249624, 55980161782476072, 55980370968851016, 55980372947843656, 55980375726263920, 55980530648706376, 55980596663867296, 55980663627508160, 55980707917107352, 55980803222947376, 55980962483053240, 55981100804276920, 55981199460764504, 55981199533892080, 55981448253526848, 55981525169231024, 55981597905753648, 55982161080043840, 55982364024616048, 55982395846326520, 55982464680067272, 55982698426340728, 55982778033123160, 55982945803678032, 55983248738425336, 55983508187073216, 55983614615322792, 55983668408656360, 55983701086648112, 55983834682822200, 55983993691980248, 55984282580654384, 55984297236893464, 55984429340762400, 55984582348993576, 55984736051150488, 55984745160761808, 55984841266066936, 55984858377047192, 55984967398689880, 55985012242320720, 55985117625032336, 55985393138164960, 55985539110145128, 55985558026523944, 55985793378859192, 55985995218927976, 55986215321576176, 55986268520858032, 55986381314598888, 55986405404165176, 55986475576726704, 55986598702917224, 55986610195466800, 55986814260752712, 55986821360692712, 55986867649813120, 55986876556047312, 55986934848614600, 55987481251119144, 55987541540594008, 55987690311984600, 55987816171499168, 55987864752616536, 55988020098217664, 55988086423537720, 55988146776713448, 55988256305196008, 55988336080510472, 55988402367022776, 55988495151361208, 55988541366484472, 55988582450649112, 55988584148024744, 55988591864907776, 55989122974940336, 55989155134206144, 55989240683178128, 55989257933287832, 55989303466874152, 55989411086109608, 55989477700504440, 55989752848342952, 55990011468393400, 55990086084574152, 55990307537139440, 55990534561214040, 55990536272149384, 55990598023890528, 55990601976063296, 55990860453890576, 55990887872175696, 55990920870145632, 55990945458712576, 55990972697641784, 55991005446512864, 55991264654087192, 55991500879791712, 55991691646635264, 55991714620803824, 55991753774204128, 55991853122663560, 55992135880259472, 55992401101595400, 55992541403119984, 55992763169979064, 55992796069046528, 55992876281767512, 55993055450297016, 55993225349059696, 55993265261534216, 55993571896147240, 55993607300815864, 55993646967829528, 55993751124261888, 55993752550060336, 55993781960271784, 55993864904992032, 55993901846387024, 55993905471775624, 55993919968449408, 55993992585047248, 55994016937884592, 55994074777905712, 55994279856478840, 55994342141685864, 55994577918661680, 55994592454610608, 55994702246356720, 55995870357897824, 55995908649730760, 55995952180781200, 55996079349047312, 55996234926860760, 55996242852144520, 55996411292078048, 55996440615787096, 55996499789877448, 55996687851859360, 55996740768552720, 55996753731540640, 55996789248820728, 55996830489940792, 55996970638294768, 55997015859063664, 55997034453310400, 55997070270582736, 55997089569954800, 55997090860049216, 55997393312415648, 55997484672314472, 55997494955149064, 55997557773664784, 55997576661690176, 55997692090213808, 55997701150039104, 55997772610540232, 55997804573775568, 55997891223325360, 55998005203205528, 55998005912566528, 55998085848391464, 55998152384256328, 55998328619049032, 55998329827709328, 55998473628748224, 55998547860885816, 55998587115638304, 55998779578959296"
PASA,"52660778780389408, 52668268043218152, 55962818511755712, 55964345608357840, 55966070257132512, 55969818240482384, 55980097570407080, 55981553456926960, 55983618922712392, 55985110120214200, 55987095322511080, 55991665955432816, 55991877717237312, 55995296437868616, 55995806698962336, 55995810648351304, 55996553022637888"
PLPL,NaN
PLZQ,NaN
PLZS,NaN
PREDG,NaN
SIQU,NaN
SRTU,NaN
STAR,"55980962850534520, 55982463689120944, 55986834404955800, 55990417397591816, 55993934844797288, 55994638846883600"
STFR,NaN
STKD,NaN
STKG,NaN
STTK,NaN
STYO,NaN
SUWS,"52657105738722912, 52658336932445544, 52660043667758496, 52661934256518800, 52662158123415696, 52668743405874376, 55962329548479136, 55962670261663792, 55964470303235120, 55965640547821688, 55969273194732240, 55978935549080600, 55978938505055712, 55981144968631248, 55981242243424784, 55981540567457536, 55981754306994112, 55982048377761784, 55983153693944112, 55983471409360496, 55983654316918448, 55985743864500064, 55986079166312248, 55986181562263760, 55986353252628592, 55986606568050352, 55987165528522800, 55987296608277656, 55987303441492904, 55988162536398440, 55989922297471680, 55991253043122280, 55992016315941000, 55993488326754704, 55993915886645728, 55996266564702680, 55997151804353384, 55997418388377800, 55997495402084848, 55997521252357400, 55997929477401392, 55997935811196680"
SWAP,NaN
VAST,NaN
VWL,NaN
WAKEUP,"52657625377521672, 52665466781178400, 52665524390128176, 55960433285664480, 55960588189416416, 55962354971978048, 55962432355699864, 55962597100975840, 55962640851481968, 55962805996107288, 55965892927489440, 55970032370512824, 55980203728961752, 55980498945959904, 55980679018441936, 55980842987691088, 55981152715252608, 55982167775452016, 55982439280186224, 55983148121300040, 55983725984441680, 55984591959041976, 55985145842192360, 55986846111582936, 55987172933959368, 55988306813251864, 55988636620301688, 55989931126279960, 55989988281290344, 55990144863955616, 55990406814063544, 55991023678889688, 55991361264554864, 55991364892103936, 55991409875433472, 55991517690152784, 55992073943946728, 55992317813340584, 55992461286884128, 55992590264447536, 55993024401356232, 55993277825653984, 55993499054455256, 55993545266904264, 55994256667722016, 55996240539480800, 55997036280769512, 55997103773741368, 55997237432116104, 55997242701965352, 55997248274469656, 55997467920812328, 55997741450857008, 55998110378714504, 55998498252923136, 55998550396005168"
