output,id
MSC,"52671609922779544, 52671690462209160, 52671777377894968, 52672396884341184, 55978980940522264, 55981120066903256, 55982475952168984, 55989058698554888, 55990323315553248, 52669553456499744, 55994342680513136, 55994541410304824, 55998147877426000"
MSMGS,52676017772953088
MSZZ,"52671702443704856, 55993984669990032, 55994057100299880, 55994163784783656, 55994163784783656, 52672239361527800, 55997275795944704, 55997469711894488, 52676408494930984, 55960500368724048, 55961362232375208, 55962354971978048, 55966035736230800, 55966035736230800, 55966150959293232, 55966450563530224, 55966450563530224, 55968935115662376, 55968935115662376, 55969844783571952, 55970262782543264, 55979520950470232, 55979838037666704, 55980104242650416, 55980295326985048, 55980649916207144, 55980865094608728, 55981003146820288, 55981003146820288, 55981715031144984, 55981719838904848, 55982161080043840, 52661596777695896, 55983750596383936, 55983750596383936, 55984004006743568, 55984476151858736, 52663127176095056, 52664217697038144, 55986610195466800, 55987312979367128, 55988020098217664, 55989122974940336, 52667628584541464, 52668416630602016, 55990493655207544, 52668639359855888, 55990680142187592, 52668855147459344, 55990798459151864, 55990814693426256, 55990935167234696, 55990957704409480, 52669427523761808, 52669595808250584, 52669666268218832, 52669840853654808, 55992459066783248, 55992504197364992, 55992832850953096, 55993015183350936, 52671267396669168, 52671816836962000, 52672805848403024, 55995708118028016, 52675315471833104, 55997393312415648, 52675518148909136, 55997856172041256, 55998124255664424, 55998124255664424, 55998155852129472"
MTRV,52666512868148672
MWBM,"52660657435230632, 55982976601915464, 52669361282063472, 52670266929735784, 52671456312447152"
MZIP,"55993504611340432, 55993508505226464, 52671609922779544, 52671609922779544, 55993550274681368, 55993598272813464, 55993598272813464, 55993653292167096, 55993680636988856, 55993685575923056, 55993731952978160, 55993731952978160, 55993731952978160, 55993731952978160, 55993731952978160, 55993864904992032, 55993905471775624, 55993985912326544, 55993985912326544, 55993987335519320, 55993990604760728, 52672063600433952, 52672239361527800, 55994179953001872, 55994206546229776, 55994221990690416, 55994592454610608, 55994610077329352, 55994666874331416, 55994668930103080, 55994806192215728, 55995857951185120, 52674451149568264, 52674451149568264, 52674451149568264, 55996411292078048, 52674659725883064, 52674714251848488, 55996650570023128, 55996677053773488, 55996699641208488, 55996740768552720, 55996766499798712, 55996799873845784, 55996847313048984, 52675128206331240, 55997084462071072, 55997089569954800, 55997089569954800, 55997089569954800, 55997090860049216, 55997103625283504, 55997141812062712, 52675214240980072, 55997165498132512, 55997210842601712, 55997210842601712, 52675300637643832, 55997244348698736, 55997253070685680, 55997316429774680, 55997326557449400, 55997411881563048, 55997496812104960, 55997500885501040, 52675651274564592, 55997589939957920, 55997748182319432, 55997750362275792, 55997933118408208, 52676117564062104, 52676117564062104, 55998215051938112, 55998244549732528, 55998257892146736, 55998257892146736, 55998257892146736, 55998257892146736, 55998257892146736, 55998257892146736, 55998330882392712, 52676408494930984, 52676408494930984, 55998473628748224, 55998587115638304, 55998800256282536, 55998800256282536, 55960349826633616, 55960432892596360, 55960446196292752, 55960500368724048, 55960640391540704, 55960640391540704, 55960664001338632, 55960944933478920, 55960944933478920, 55961121992156816, 55961286041635888, 55961431242324688, 55961431242324688, 55961431242324688, 55961431242324688, 55961431242324688, 55961636471709320, 55961797954611504, 55962322053822368, 55962381015923528, 55962447032456368, 55962522794045424, 55962523022133160, 55962608379323616, 55962847001828944, 55962928375407720, 55962929821707504, 55962936060360608, 55962944511586912, 55962989173770680, 55963057769046856, 55963087423379328, 55963167577580824, 55963167577580824, 55963231613111704, 55963358439390496, 55963555382860040, 55963645758831352, 55963720872349720, 55964113456958336, 55964417789890360, 55964417789890360, 55964475281581792, 55964650393058352, 55964724024504472, 55964732996500680, 55964793478969584, 55964822623736600, 55965063674098280, 55965063674098280, 55965151496345040, 55965223446994392, 55965223446994392, 55965223446994392, 55965223446994392, 55965223446994392, 55965223446994392, 55965239175831128, 55965289349938440, 55965349331155544, 55965401316346096, 55965401316346096, 55965401316346096, 55965513528213608, 55965544155428664, 55965632385192552, 55965633775385112, 55965940913996840, 55966037017617448, 55966071288142872, 55966109733531512, 55966162652385432, 55966202470594296, 55966202470594296, 55966261510024144, 55966311113601080, 55966339102596328, 55966385484216840, 55966428974561776, 55966450563530224, 55966450563530224, 55966450563530224, 55966455862902072, 55966455862902072, 55966557548670720, 55966656239889416, 55966882748346176, 55967723890833192, 55967723890833192, 55967723890833192, 55967822172719376, 55967832253588536, 55968121094508992, 55968236836533176, 55968291018086192, 55968389801629360, 55968389801629360, 55968389801629360, 55968537624580696, 55968815540399152, 55968851347124648, 55968935115662376, 55969114745414504, 55969172681952312, 55969172681952312, 55969547640042624, 55969578259224800, 55969592957240872, 55969677065094016, 55969707577359712, 55969707577359712, 55970176842689152, 55970192335827296, 55970200098683424, 55970321545777824, 55970321545777824, 55978924919771224, 55979045005111576, 55979070318803224, 55979346334800480, 55979388410676864, 55979401089896512, 55979401089896512, 55979401089896512, 55979401089896512, 55979421557626328, 55979444494562400, 55979467698825072, 52657555484548592, 55979585815994640, 55979668735869488, 55979730962990080, 55979760105846008, 55979782936227704, 55979797156823992, 55979921095755384, 55979967996553656, 52658180899602840, 55980152558563064, 52658246071307048, 52658246071307048, 55980348590736584, 55980372334742176, 52658514548176112, 55980474477257952, 55980495291183600, 55980495291183600, 55980495291183600, 55980495291183600, 55980495291183600, 55980495291183600, 55980536824138152, 55980587885093520, 55980608480266944, 55980608480266944, 52658814366567680, 52658814366567680, 52658814366567680, 55980792104051224, 55980806408420416, 55980811746261760, 55980912267064328, 55981002617304280, 55981002617304280, 55981002617304280, 55981002617304280, 55981183292419664, 55981199460764504, 52659299565475760, 55981240139741904, 55981279858174872, 55981357515589720, 52659480796841320, 52659505930987784, 52659505930987784, 55981509095937696, 55981509095937696, 55981613980579408, 55981613980579408, 55981617369154856, 55981688456267144, 52659768384142200, 55981700087374520, 55981700087374520, 55981715031144984, 52659792957682736, 55981757216670832, 55981796114135928, 52660033445997280, 55981966668504248, 55982028299967072, 52660146159360640, 55982248488017856, 55982260742789752, 55982265503961960, 55982265503961960, 52660377639561768, 55982421125480576, 55982456030630360, 52660569650409640, 55982572630575112, 55982581654388808, 55982585228886696, 55982713179860056, 55982778033123160, 55982778033123160, 55982847724276664, 55982847724276664, 55982847724276664, 55982847724276664, 55982847724276664, 55983118894790792, 55983196236270704, 55983218701616824, 52661324424000536, 52661368820460648, 52661442982125752, 55983443380281072, 52661670353148368, 55983603309817584, 55983668408656360, 55983692389927624, 55983701086648112, 55983734993375736, 55983734993375736, 52661949445412896, 55983960445579520, 52662098636698736, 52662101266450920, 52662140090402648, 55984101629095056, 55984230342248984, 55984253887179424, 55984259663876424, 55984275469664608, 55984275469664608, 55984275469664608, 55984275469664608, 55984297236893464, 55984342099389088, 55984370615100160, 55984420874754288, 55984438518781576, 55984518076246536, 55984518076246536, 55984582348993576, 55984610718206344, 55984666876733784, 55984685486659032, 55984724181632680, 55984761607273184, 55984858377047192, 55984897654330832, 55984906693921232, 55984921904147368, 52663004339024328, 55984944282466256, 55984957766482920, 55985012242320720, 55985037232938968, 55985111560560552, 55985157973457112, 55985330716030168, 55985401185903608, 55985473029359840, 55985539110145128, 55985547569262064, 52663648841913864, 52663648841913864, 52663648841913864, 52663648841913864, 52663648841913864, 55985683297678112, 55985683297678112, 52663797155975624, 55985863138856264, 52663936752425000, 52663936752425000, 55985887200880056, 55985934005299768, 52664037261956328, 52664044821380336, 55985995218927976, 55985995218927976, 52664092654089112, 55986061192595040, 55986099411956888, 55986142666104104, 52664229516491144, 55986181331950400, 55986286759082336, 55986306973587016, 55986337711861488, 52664435095334848, 55986427880814272, 55986450780961544, 55986475576726704, 55986497352894920, 55986570611212648, 52664668764514248, 55986598702917224, 55986610195466800, 55986686638603320, 55986712970237960, 55986712970237960, 55986712970237960, 55986714071600960, 55986729513173208, 52664821941330336, 55986754813681176, 55986937572065272, 52665078829228896, 55987088779418896, 55987088779418896, 55987107511717592, 55987129231974000, 55987213269234240, 55987297691011552, 55987439206587920, 55987439685387344, 55987541464261096, 55987541464261096, 55987541464261096, 55987553290387568, 55987553839343000, 55987975808446880, 55987975808446880, 55987975808446880, 55987985202695472, 55988006404729936, 55988041564448752, 55988079460858640, 55988229605915168, 55988233223374912, 55988256305196008, 55988294525241680, 55988419138738512, 55988437983667112, 52666512868148672, 55988512987700888, 55988584148024744, 55988617897332096, 55988688200541224, 55988753111174304, 55989025683307672, 55989091996742080, 55989122974940336, 55989166848443984, 55989177749357568, 55989258127345976, 55989292098911688, 52667371087850264, 52667371087850264, 52667371087850264, 52667371087850264, 55989337006153760, 52667473145952448, 55989477700504440, 55989564547069632, 55989570304720824, 55989699726715792, 55989736787556960, 55989758036220192, 52667964865054464, 55989916329699464, 55989916329699464, 52668081732267912, 55990032303830664, 55990056242306360, 55990082161348808, 55990094418583816, 55990152494354936, 55990204145690416, 55990215210137272, 55990262559753888, 55990268699680872, 52668365853052488, 55990344368623248, 55990472935304176, 52668555592514640, 55990536272149384, 55990537487335656, 55990555084858752, 55990581375904824, 55990609818881664, 52668684372331136, 55990754921717552, 55990798459151864, 55990860453890576, 55990932024318920, 55990945458712576, 55991010110154568, 52669097985316400, 52669156339428048, 55991138273080048, 55991210405936640, 55991231911019624, 55991252475376416, 55991261815933376, 55991286396306960, 55991287983532840, 52669619578582712, 52669632268146144, 55991587761654472, 52669715681000816, 52669729571943480, 55991683158914136, 55991697133728520, 55991736487137448, 55991736487137448, 55991736487137448, 55991736487137448, 55991802539392192, 55991851026394104, 55991853122663560, 55992009990544808, 55992035510372616, 55992098319279840, 55992098319279840, 55992098319279840, 52670265003901920, 52670266929735784, 55992258183975656, 55992277982817824, 55992401101595400, 55992418875878976, 55992465764797512, 55992505328751800, 55992589727430040, 55992589867853128, 55992590176106840, 55992676976359352, 55992755559559112, 52670841342487064, 55992796069046528, 52670884470382112, 55992839468760456, 55992839468760456, 55992876281767512, 55992894338185792, 52670995242776296, 55992941301976200, 55993003981150240, 52671129339522464, 52671161700951680, 52671161700951680, 52671161700951680, 55993172157967312, 55993209964526256, 52671284014496368, 55993225349059696, 55993251315982520, 55993265261534216, 55993327735735920, 55993454313183960, 55993506761543296, 55993646967829528, 55993646967829528, 55993752550060336, 55993818021309944, 55993821827523728, 55993836025398136, 55993955362376936, 52672083413667248, 55994032977524880, 52672349076899656, 55994654650392208, 55994654650392208, 55994702246356720, 52672873400952912, 55994822904376976, 55994994463487232, 55995068199224600, 52673395283766568, 55996262086744888, 55996293378494736, 55996293378494736, 55996402535118744, 55996419218487088, 55996457487500904, 52674545545794360, 55996567624659024, 55996567624659024, 52674695068639448, 52674963027870216, 52674963027870216, 52674963027870216, 55996915346373488, 55996946351414464, 55996951174951000, 55996971061629736, 55997024225272872, 52675211815595560, 52675211815595560, 55997140032855976, 55997153170782744, 55997158956414416, 52675243172861176, 52675262425010296, 55997311464953400, 55997384533246920, 55997507131158600, 55997573362495320, 55997611809785104, 55997622845569080, 55997701150039104, 55997755383364256, 55997772610540232, 55997772610540232, 55997772610540232, 52675864171081912, 55997856172041256, 52675993531900104, 55997954768772824, 55997954768772824, 55997954768772824, 55997965982213488, 55997979846865768, 55998012242125360, 52676116331077808, 55998110845793800, 52676257953308920, 52676302530256280, 55998328747425432, 55998328747425432"
NAZ,"52672263781896688, 52664179688972944, 52666350141791224, 52667117010300456, 52669741249636448, 55996873923322672"
OTC,"52675581880270096, 55998248657058856, 52662101266450920, 55985015750028128, 55985147842819440, 52665416984272792, 55988020986802760, 55988372848793864, 52667240340971840, 52669097985316400, 52671224937044688, 55996364031542176, 55996493110385192, 52674963027870216, 52676136596044448, 55998224734064480"
OYIM,"55993577923172368, 52671702443704856, 52672021405436424, 52672136730412232, 55996475735571848, 55996494001617392, 52675166177763600, 55997210842601712, 55997336197125112, 55997590896630032, 55997845932022664, 55998157688489960, 55998255009360464, 55998498252923136, 55998556005512896, 55998771545439440, 55960433285664480, 55960516357134040, 55960975781141488, 55961133736539808, 55961305850626528, 55961635657495616, 55962354971978048, 55962640851481968, 55962816001183992, 55963377985821784, 55963645758831352, 55968232687841224, 55968344145670816, 55970032370512824, 55979014555755864, 55980583982966856, 55981132645466920, 55981597335854200, 55981698471468776, 52660163919179632, 55982414925596584, 52660641847653016, 52661658119795960, 52661693128436552, 52661722636464832, 55984383134712936, 55984720865393992, 55984765392964584, 55985080330521344, 55985126319589048, 55985330716030168, 55985707253479216, 52663888971152432, 55986018324288128, 52664179688972944, 52664229516491144, 55986208430496904, 55987119713309848, 55987494822606632, 55987965839420136, 52666143299861808, 55988079648980848, 55988165150747112, 55988306813251864, 55988383441248904, 55988442558659888, 52666656857354240, 55989131836961032, 55989561314572512, 55989751884323360, 55989908041113040, 52668081732267912, 55990262559753888, 55990956859928720, 55991361264554864, 52669662478172024, 52669741249636448, 52669756374723144, 52669798748730848, 52669814388699144, 55991851026394104, 55992454278533672, 55992565094477328, 55992590264447536, 55992984976676920, 55992993921851904, 55993277825653984, 55993545266904264, 52671733477137736, 52672337892651488, 55994822904376976, 55995939883254352, 55996402535118744, 55996633219228960, 55996651689814536, 55996678070891952, 55996717236547760, 55996728827189432, 52675207935763712, 52675310735734240, 55997242701965352, 55997248274469656, 52675329527617536, 55997309288763680, 55997383445885088, 52675738864229304, 55997954600157760, 55998309644880016"
PASA,"52672875824279360, 52661342926958704, 52662699868985800, 52666280123266696, 52667523198684368, 55991525963479616, 52669788378351896, 52669827457135856, 52676167538286528, 55998110845793800, 52676190364604104"
PLPL,52657559332970280
PLZQ,"55993799134350656, 55993877898124672, 55993977910522544, 55994199890806536, 55996425600627576, 55996870022700168, 55997210842601712, 55997294186378896, 55997472104707816, 52675901712167864, 55997971171281504, 55998229399023192, 55998511588830216, 55998734213460920, 52676807588630584, 55960793036775120, 55961133736539808, 55961689559126984, 55961695394107200, 55961964418738728, 55962241961552768, 55962260431804488, 55962360136368104, 55962488732487792, 55962640851481968, 55962787491946272, 55962928375407720, 55962997903954960, 55963151261185584, 55963172301574496, 55964035547635192, 55964480356301688, 55965223446994392, 55965264357401024, 55965346523705000, 55965390656478984, 55965767045643528, 55966070179239384, 55966277861062736, 55967216366544656, 55967372194337560, 55967399517589824, 55967718217430280, 55967820248331368, 55968227835068384, 55968258834416824, 55968367478298208, 55968514098254728, 55968751607063608, 55968891962707456, 55968907931866880, 55969736332794032, 55969962039278296, 55970032370512824, 55970146322081504, 55970329491885136, 55970377040843144, 52656975588002960, 55979425097611536, 55979550672528336, 55979949185481704, 55980530648706376, 55980949412323440, 52659032983430392, 55980962483053240, 55980991676427344, 55981048487108584, 55981148563361320, 55981393742271264, 55981418371868448, 55981715031144984, 52659792957682736, 52660021073144008, 52660534055149072, 55982663922488488, 55982694620935856, 55982753743278416, 52660831012146776, 55982926612035448, 55983281320890224, 55983359018199824, 55983508083718008, 55983663737064240, 55983725599872064, 52662306118107960, 52662364141090864, 52662378835584024, 55984381513913760, 52662455356246448, 52662495077413496, 55984697779626960, 55984720865393992, 55985012242320720, 55985035683203440, 55985157973457112, 55985284727483008, 55985425350757944, 55985758425114088, 55986061192595040, 52664164131293088, 55986201281240168, 55986405404165176, 55986459621135640, 55986776775358320, 55986834404955800, 55987079298696776, 55987677834921776, 55988057149826072, 52666512868148672, 55989166848443984, 55989322090404544, 55989751884323360, 52668081732267912, 55990019651414280, 55990086084574152, 55990262559753888, 55990300313075560, 55990391905497072, 55990609818881664, 55990772173767776, 55990873792404768, 55990972697641784, 52669329074963656, 52669503186234872, 55991530827293272, 55991691646635264, 52669814388699144, 52669910474103256, 55992012001605728, 52670094697626952, 55992080650117792, 55992276857648296, 55992425358772936, 55992495682170816, 55992497996740032, 55992590264447536, 55992591146109176, 55993054661579536, 52671260533069616, 55993201845370688, 55993225349059696, 55993389584024040, 55993609647348952, 55993818021309944, 55993996356611744, 55994000172827544, 55994085332413352, 55994115972137320, 55994372068404000, 52672637531388872, 52672708025888040, 55995865886683192, 55995871837961008, 55995923124323536, 55996499789877448, 55996611704111424, 55996717236547760, 55997133757661640, 55997193987958824, 52675451933586752, 55997429502082280, 55997722793556024, 55997804573775568, 55997901290616176, 55997954600157760"
PLZS,"55993977910522544, 55994057100299880, 55994089795267008, 55994407684695376, 55994412625222440, 55994610077329352, 55996248139735656, 55996475735571848, 55996551047913008, 55996860497868216, 55996891146651376, 55997023262161000, 55997210842601712, 55997270069017224, 55997273681981144, 55997472104707816, 52675581880270096, 52675901712167864, 55997858550234472, 55997971171281504, 55998255009360464, 55998511588830216, 55998729574177736, 52676807588630584, 55960492251015256, 55960594232496224, 55960719336301368, 55961035045301408, 55961133580222968, 55961695394107200, 55961732644454368, 55961737887132168, 55962241961552768, 55962272721868240, 55962354971978048, 55962640851481968, 55962987996726880, 55963148324051520, 55963360628569848, 55963509097268320, 55963941956786128, 55964145244539192, 55964643119492272, 55964763063564032, 55965138119082592, 55965323681439744, 55965794911962544, 55966012029969872, 55966277861062736, 55966444969079728, 55966811722554488, 55967367332445936, 55967820248331368, 55967845933478056, 55968739073326088, 55969505452084384, 55969981159061032, 55970344901624680, 52656975588002960, 55979641546814744, 55979707969820744, 55980312017099160, 55980524556505144, 55980602619546760, 55980715589313272, 55980747183995920, 55980912267064328, 52659032983430392, 55980972133934304, 55981556932921328, 52659768384142200, 55981715031144984, 52659792957682736, 52659808193517808, 52659882000054312, 55981891359729248, 52660021073144008, 55982218576179736, 55982525654048904, 55982581654388808, 55982589480350216, 52660701380302296, 55982694620935856, 55982698426340728, 52660925436576768, 55982972199836560, 55983256818430928, 55983370003477480, 55983413469289176, 55983630521650472, 55983741683131472, 55983894515415456, 55983993691980248, 52662364141090864, 52662378835584024, 55984344696020928, 55984373721367416, 55984416964641184, 55984429340762400, 55984745160761808, 55985030526386968, 55985035683203440, 52663225904741392, 55985474560568296, 52663620044675192, 55986018324288128, 55986027005131784, 52664146431342024, 55986201281240168, 55986842737587272, 55986934848614600, 55986953132668784, 55987119713309848, 55987199167686136, 55987932837900024, 55987963486942448, 55987970105400504, 55988020302260088, 55988057149826072, 55988165150747112, 55988378813235240, 52666512868148672, 55988591864907776, 52667133131339296, 55989183673827152, 55989211416083672, 55989240683178128, 52667319989074600, 55989303466874152, 55989341146786080, 55989549508852784, 55989561314572512, 55989752848342952, 52668081732267912, 55990019651414280, 55990186779385128, 55990262559753888, 55990368251148616, 52668539776920936, 55990601976063296, 55990772173767776, 52668981292356256, 55990972697641784, 55991231911019624, 52669329074963656, 52669394532605256, 52669465007035024, 55991511805518240, 55991534343807960, 52669619578582712, 52669814388699144, 55992372826767976, 55992432384947424, 55992495682170816, 55992497996740032, 55992591146109176, 52670841342487064, 55992911963254224, 55993201845370688, 55993389584024040, 55993405227757632, 55993418112342656, 55993773854684280, 55993779686325776, 55993992585047248, 55993996356611744, 55994655978909992, 55994724067292768, 55994757219180096, 55994793804653720, 55994822904376976, 55995871837961008, 55996205558872008, 55996362616366800, 55996412902000520, 55996611704111424, 55996717236547760, 55996789248820728, 55997062999987048, 55997143882442608, 55997158956414416, 55997311464953400, 52675451933586752, 55997429502082280, 55997583634933936, 55997804573775568, 55997954600157760, 55998124255664424, 55998234628873984, 55998234628873984"
PPLBNK,"55989961848595960, 55989961848595960, 52669595620958448, 52675878987461064, 52676365262252704"
PREDG,"55993570069867272, 55993867259241176, 55994015534834968, 55996287701839936, 55997206963164584, 55997812489872680, 55961974820184408, 55962574157572856, 55962980634562208, 55964678404056112, 55978921061790528, 55979321142065952, 55980125092062208, 55980690168615160, 52659533506422440, 55983249793812744, 55983600565515968, 55983894363750488, 55984550226929320, 52662881736271752, 55984936976764736, 55985549336598520, 55985623399462096, 55986708267904840, 55987560039153104, 55989946287728984, 55993416696286200, 55995013409243208, 55998331894431832"
SIQU,"55994346662189136, 55997108935571896, 55965806331261616, 55966274346177968, 52657553987914360, 55979593516246360, 55980498945959904, 55980544551591696, 55980938440556112, 55981446872221704, 52659837156165288, 52659979766989096, 55982478724719048, 52660712367355760, 55983217644515768, 55986591524960144, 55990005934224216, 55990013842967912, 55993073063210768, 55994219819602072, 55996900524674576, 55997045804360136"
SMMD,"55983041599520200, 52665092791134264"
SMSHOME,55965262548583608
SMTV,"55994708638430832, 52669329074963656, 52676294157040136"
SPORTSNEWS,"49341274633980368, 49341356659742048, 52672390741668952"
SRIF,"55995866705598912, 55980900917983056, 52669193727638056"
SRTU,"55994074777905712, 52676378520032944, 55960511854847280, 55983422601202296, 55985136802226712, 55994063626061368"
STAR,"55993499054455256, 55993499054455256, 52671625293746080, 52671709401753016, 55993717347924136, 52671994857802736, 52672148756570696, 55994183629791416, 55994183629791416, 55994183629791416, 55994183629791416, 55994183629791416, 55994183629791416, 55994264571355632, 52672635328747024, 55994668930103080, 55994668930103080, 55994668930103080, 55994668930103080, 55996435276864416, 55996536352827024, 55996579627981352, 52674875102481888, 52674907578668320, 52675151773344480, 52675207949814344, 52675207949814344, 52675273361923080, 55997237432116104, 52675439804576944, 55997371357257120, 52675556832121128, 52675556832121128, 52675556832121128, 52675556832121128, 52675581880270096, 55997559430232664, 55997712052872912, 55997852470827296, 52676117564062104, 52676395311642272, 52676421501731480, 55998450316875304, 52676523118923840, 52676523118923840, 52676536483499816, 52676536483499816, 52676536483499816, 55998658345697408, 55962881829195720, 55963274824948592, 55964321303372120, 52657001655619400, 52657117963938720, 52657553987914360, 52657553987914360, 52657553987914360, 52657568912272760, 52657568912272760, 52657604209152152, 52657614389300800, 52657614389300800, 52657625377521672, 52657625377521672, 52657687376065936, 55979979495184624, 52658336932445544, 52658336932445544, 52658336932445544, 52658336932445544, 55980301032450648, 52658386860592632, 55980442757034792, 52658581103036304, 55980556213929896, 55980556213929896, 55980556213929896, 55980679018441936, 52658807473872392, 52658828655047400, 52658930644530432, 52658930644530432, 52658930644530432, 55981152715252608, 52659304656722128, 55981240139741904, 52659362335892848, 52659450768369328, 52659450768369328, 52659524252483320, 55981600197355680, 52659699395899168, 52659699395899168, 52659920853436152, 52660021073144008, 52660021073144008, 52660021073144008, 52660163136700616, 55982370767228008, 52660520500985584, 52660605532713920, 52660620184455024, 55982584110177144, 52660707493906096, 52660712367355760, 52661015152761312, 55982988477646840, 55983041599520200, 52661169169558800, 55983148121300040, 55983148121300040, 52661295071174136, 52661310806358136, 52661317776213760, 52661382271611856, 52661415515240792, 52661439926584600, 52661535009789008, 52661535009789008, 52661535009789008, 52661560343001144, 55983725984441680, 52661938036569240, 52662005245505400, 52662114000055816, 55984338996350040, 52662515286331880, 52662605311683752, 55984672570684944, 55984706619944376, 55984793671538256, 52662953059280248, 52662953059280248, 52662953059280248, 55985146710105080, 52663293773815064, 55985486684574360, 52663580700323176, 52663612511589048, 52663642649760576, 55985651707684600, 52663831998351632, 55985813028155592, 55985852768690904, 52663990559213512, 52664037666298384, 55985972919422672, 52664241920035160, 55986391032033328, 55986391032033328, 55986391032033328, 55986618793798672, 52664723016702344, 52664791094242192, 52664864971329744, 52664864971329744, 52664955525800360, 52665156966431776, 55987378739001896, 52665466781178400, 55987448804158056, 52665534760944856, 55987481341812224, 55987481341812224, 55987481341812224, 55988050338057608, 55988112937721472, 52666602501813440, 52666602501813440, 52667133131339296, 52667180657934440, 52667180657934440, 52667180657934440, 52667240340971840, 52667293588822720, 52667317925560288, 52667322741727896, 55989332019706592, 55989399609866656, 55989399609866656, 55989594091010376, 52667761900336056, 52667952172911104, 52667953869713176, 55989917051514472, 55990013842967912, 55990047738498672, 52668157683076192, 52668157683076192, 55990223309521856, 55990223309521856, 52668309028542880, 52668420766577704, 52668424223282184, 55990544445939696, 52668795130181888, 52668795130181888, 55990792269178744, 52669097985316400, 52669142032608288, 52669266946836272, 55991343624124432, 55991409875433472, 52669572974025552, 52669578617165568, 55991710738248256, 52669827606149616, 52669827606149616, 52669849399331384, 52670006162531920, 55991949848818272, 52670154074972480, 52670230181904800, 52670831854953984, 55992770558591984, 55993024401356232, 55993054458030664, 52671258088954248, 55993201845370688, 52671621983443336, 52671621983443336, 55993573572918424, 55993573572918424, 52671755376322576, 52671755376322576, 55993726469239624, 55993955959257168, 52672696323924928, 55994721935126960, 55994737502513736, 55996079349047312, 55996364133597384, 55996457143994880, 55996457143994880, 55996457143994880, 52674570015430760, 55996580665493600, 55996696603131888, 52674769385792072, 55996709128991144, 55996806567917432, 55996817479549560, 55997409508764728, 55997467920812328, 55997467920812328, 55997690166848112, 55998110378714504, 52676271366420264, 55998234628873984"
STFR,"55993901846387024, 55994342141685864, 55994666874331416, 55994666874331416, 55997200128659888, 55997793394411056, 52676167051079128, 55998745388986240, 55998779578959296, 55962354971978048, 55964227862542856, 55964227862542856, 55979428893013544, 55979593516246360, 55980596663867296, 52658820476073360, 52658979805155816, 55981120066903256, 52659389784646368, 55981763510383120, 52659964717490632, 55983566133651560, 52661960958035232, 55984386814589680, 52662605311683752, 52662654574317192, 55984793671538256, 55984793671538256, 49340959128277656, 49341445090547968, 55985547569262064, 52663990559213512, 55986381314598888, 55986544622574224, 52664723016702344, 52666032651174056, 55988034748951160, 55988119300861960, 55988229605915168, 52666377830959184, 52666848540369888, 52667194595484080, 55989414896081792, 55989852584618720, 52668550437205112, 55990544445939696, 55990590005160760, 52669103618219960, 55991167847477960, 55991573185622112, 55991911105428744, 55992098319279840, 55992440713549920, 55993243154880328, 52672655767299304, 55996287017358216, 55997671530808856, 55998234628873984, 55998234628873984"
STKD,"52657091211797544, 55980377595802560, 55981120066903256, 55988622371328896, 52675889290086760"
STKG,"55997342349167040, 55960389398022696, 55964234530810456, 55965428806125528, 55970316871703096, 52656992996926944, 55981510505085792, 55981624948718320, 55982732333828024, 52665416984272792, 52668309028542880, 55990434966188968, 55991298751695296, 55991317252141864, 55997198616023576, 52675369499640488"
STTK,"52671893381612680, 55994407684695376, 55996248139735656, 55996425600627576, 55996648575267320, 55996786919258264, 52674862045607088, 55996860497868216, 52675300637643832, 55997858550234472, 55998256865576472, 55998257892146736, 55961305850626528, 55961318412080568, 55961878161991512, 55962272721868240, 55962488732487792, 55962816001183992, 55965719582319184, 55966277861062736, 55967824787130296, 55969836472936936, 55969981159061032, 55970192335827296, 55979448407750392, 55980284977848224, 52659032983430392, 52659768384142200, 55981879464580112, 52660701380302296, 55982636939063848, 52660795243930800, 55985758425114088, 55986018324288128, 55986286759082336, 55989148075601104, 55989337179409960, 55989450758124280, 55989549508852784, 55989758036220192, 52667982958449944, 55990152215998768, 55990252156925472, 55990601976063296, 55990954014962192, 52669226918169808, 55991252475376416, 55991691646635264, 52670094697626952, 55992432384947424, 52671260533069616, 52671816836962000, 52671936414734632, 55996512612629248, 52675525429543088"
STYO,"55968851347124648, 55985191768499920, 52668190859135472"
SUWS,"55994074777905712, 55964990117785816"
SWAP,"55962640851481968, 55963925197251360, 55963925197251360, 55963925197251360, 55979586837335592, 55989148075601104, 55989630583576408, 55989751884323360, 52669329074963656, 52669329074963656, 55993781960271784, 55996932675639080, 52675243172861176, 55998270738997072"
TMKT,52669271612176728
VAST,"52671852343962680, 52675519085635032, 55962921179328568, 55978988253642456, 52660139481718776, 55982274863948592, 55984431949197912, 55985352640917840, 55986336737575016, 52667143502580760, 52667151172576832, 52670879261957160, 55994279856478840"
